legislator_id,true_d1,true_d2
124,0.3288292866733775,0.025856027724410265
125,0.5647908877628115,-0.528283843240087
126,0.40244013896322434,-0.04521737745983617
127,0.35132210991563767,0.6311599239783873
128,0.48537661632100837,0.15068051343729805
129,0.4130988598709292,-0.5242824455147596
130,0.27132679363198065,-0.5491815933253269
131,-0.2070713264461142,0.06267902758185298
132,0.6334512748892304,-0.4121779537150106
133,0.27543370907000164,-0.3598917303793929
134,0.7545823311054445,0.609512514706198
135,-0.14156972166161902,0.3182018366852513
136,0.43954648678894753,0.33429182743465213
137,0.5179198920565842,0.021166245302723125
138,0.7932937136315106,-0.2020437174576887
139,0.9567878455264363,-0.1595525576507013
140,0.20188019194374254,0.18972223957509315
141,-0.032087840370565446,-0.42556303236847753
142,0.3008930323617316,0.4392666764337421
143,0.48239073019996814,-0.8116605081488834
144,0.5981834604615396,-0.261802751031373
145,0.7060251018034014,-0.4529228095544852
146,0.6066650940530057,0.30272874442709236
147,0.5724387241557019,-0.4090792149439255
148,0.19696833541378184,0.22272990304056345
149,-0.03240292537424194,-0.5193599870991882
150,0.6444984806973202,-0.09270520741094125
151,0.6076157260308737,0.3807120456844463
152,0.3602632371553911,-0.2422687831885043
153,0.13860770462839372,0.23452241870982593
154,0.5275947843915983,-0.31247120519878785
155,0.5358169585759065,-0.2629857969945594
